0.8676 0.2439 0.7527 0.0595 0.2116 0.6112 0.9285 0.4647 0.1787 0.3133 0.7076 0.2400 0.9518 0.0864 0.2523 0.6902 0.4523 0.8180 0.6941 0.3526 0.7067 0.0614 0.8755 0.8237 0.2746 0.6940 0.2743 0.0000
0.3252 0.8705 0.1058 0.7577 0.2831 0.5141 0.6292 0.0225 0.4184 0.8342 0.3961 0.7105 0.3786 0.4786 0.5682 0.0954 0.8090 0.0336 0.0151 0.6502 0.6804 0.1302 0.3074 0.3981 0.3577 0.8300 0.0955 1.0000
0.1911 0.5675 0.0365 0.3221 0.1084 0.9991 -0.9852 0.2399 0.9237 0.0908 0.0994 0.9875 0.0751 0.7931 0.7754 0.2991 0.7682 0.0805 0.7593 0.6010 0.0785 0.8153 0.5109 0.6484 0.4380 0.4610 0.1632 0.0000
0.2386 0.9675 0.0569 0.9361 0.2309 0.9434 0.9935 0.5959 0.3087 0.2145 0.3861 0.6279 0.9621 0.3830 0.4362 0.5026 0.3863 0.0871 0.9510 0.9600 0.2274 0.5477 0.7064 0.6199 0.1391 0.4869 0.5858 1.0000
0.8032 0.4480 0.6451 0.2007 0.3598 0.1418 -0.4279 0.9179 0.0689 0.7205 0.1245 0.6630 0.7109 0.6713 0.8466 0.4543 0.5256 0.3962 0.6441 0.3357 0.3842 0.3354 0.9322 0.1842 0.7340 0.1051 0.0039 0.0000
0.0804 0.3201 0.0065 0.1024 0.0257 0.6001 0.5490 0.2395 0.7527 0.6509 0.8317 0.7573 0.3124 0.0796 0.4528 0.2779 0.8627 0.4001 0.1849 0.9685 0.2479 0.9484 0.6942 0.4635 0.0304 0.2988 0.2229 0.0000
0.5079 0.9328 0.2580 0.8702 0.4738 -0.7968 0.9244 0.5132 0.2512 0.5431 0.3097 0.1105 0.0693 0.9413 0.2259 0.7180 0.8043 0.7362 0.3570 0.5376 0.3476 0.1332 0.7834 0.8286 0.2406 0.4136 0.6867 1.0000
0.1091 0.5513 0.0119 0.3039 0.0601 0.7659 -0.9547 0.0955 0.5244 0.8798 0.9427 0.4335 0.2553 0.6859 0.9567 0.5216 0.5005 0.6139 0.2365 0.1222 0.5666 0.3976 0.7851 0.0257 0.4625 0.2199 0.6971 0.0000
0.7066 0.5474 0.4992 0.2997 0.3868 -0.5897 -0.9451 0.4872 0.5080 0.4960 0.3237 0.5227 0.6658 0.6367 0.2881 0.2059 0.8201 0.3895 0.4771 0.5505 0.3487 0.4960 0.8830 0.8451 0.7707 0.2938 0.6195 0.0000
0.8145 0.5403 0.6634 0.2919 0.4400 0.2305 -0.9249 0.7136 0.6197 0.0856 0.4087 0.3038 0.9950 0.7885 0.6586 0.8956 0.5023 0.6406 0.8525 0.0898 0.2686 0.5211 0.2904 0.8176 0.7148 0.9734 0.0928 0.0000
0.9638 0.6032 0.9290 0.3638 0.5814 0.9898 -0.9936 0.6608 0.1583 0.0440 0.9843 0.9686 0.9657 0.0143 0.6648 0.7647 0.5734 0.2796 0.3110 0.7821 0.7474 0.5073 0.1435 0.1469 0.4258 0.3892 0.8118 1.0000
0.5876 0.4450 0.3453 0.1980 0.2615 -0.9999 -0.4062 0.5165 0.0282 0.6386 0.2262 0.1351 0.4261 0.2859 0.5579 0.3731 0.4114 0.0596 0.2582 0.0765 0.7683 0.2390 0.2214 0.0148 0.6860 0.0049 0.3268 1.0000
0.5963 0.3849 0.3556 0.1481 0.2295 -0.9983 0.0623 0.8391 0.5533 0.2053 0.3396 0.1796 0.6951 0.9097 0.9913 0.1330 0.3182 0.3358 0.5127 0.4840 0.1427 0.3238 0.9147 0.7304 0.4252 0.5697 0.7009 1.0000
0.5757 0.2903 0.3314 0.0843 0.1671 -0.9943 0.7304 0.7900 0.6087 0.0532 0.6896 0.7457 0.2092 0.5003 0.3920 0.4522 0.5349 0.2767 0.8309 0.0125 0.4120 0.5473 0.9605 0.4795 0.1761 0.8540 0.5393 0.0000
0.1894 0.1867 0.0359 0.0349 0.0354 0.9985 0.9970 0.6335 0.0678 0.3697 0.8220 0.1895 0.3384 0.7564 0.8721 0.9985 0.6286 0.9036 0.0883 0.6724 0.5230 0.9027 0.9550 0.6972 0.9300 0.7269 0.6756 0.0000
0.6128 0.6567 0.3755 0.4312 0.4024 -0.9820 -0.8573 0.2336 0.9650 0.9721 0.7130 0.0845 0.4263 0.1313 0.7803 0.0736 0.9929 0.3871 0.4838 0.7576 0.3948 0.7760 0.8250 0.6574 0.1236 0.6442 0.2736 1.0000
0.4765 0.0898 0.2271 0.0081 0.0428 -0.6215 0.6583 0.1023 0.1640 0.4165 0.1876 0.4400 0.6136 0.8610 0.2925 0.9592 0.4780 0.5924 0.5604 0.4893 0.3705 0.5916 0.3641 0.6523 0.1524 0.4865 0.0763 0.0000
0.7576 0.8768 0.5740 0.7687 0.6642 -0.2205 0.6676 0.6297 0.4933 0.6472 0.3534 0.7406 0.4796 0.9481 0.0520 0.3727 0.4055 0.8435 0.6923 0.2427 0.7602 0.8716 0.3906 0.4234 0.0545 0.9336 0.5629 1.0000
0.9234 0.8425 0.8526 0.7097 0.7779 0.8930 0.4408 0.3160 0.7594 0.2597 0.7714 0.8785 0.5234 0.3163 0.2828 0.9548 0.4362 0.7329 0.1569 0.4262 0.8366 0.5203 0.1944 0.7331 0.7709 0.2522 0.1403 1.0000
0.8982 0.9231 0.8067 0.8521 0.8291 0.7847 0.8919 0.5911 0.7649 0.9719 0.5681 0.2209 0.8463 0.1854 0.0397 0.2866 0.0895 0.9943 0.0981 0.0233 0.3025 0.6778 0.7473 0.0442 0.4921 0.7263 0.9413 1.0000
0.5406 0.3913 0.2922 0.1531 0.2115 -0.9258 0.0112 0.9774 0.4386 0.5123 0.7317 0.8292 0.2590 0.0565 0.0566 0.8872 0.7554 0.3147 0.2749 0.7834 0.9702 0.7736 0.1831 0.2107 0.6222 0.1001 0.3537 1.0000
0.7053 0.2756 0.4974 0.0760 0.1944 -0.5979 0.8055 0.7299 0.0339 0.7102 0.2513 0.9422 0.2973 0.8775 0.0929 0.4783 0.3707 0.1106 0.2578 0.8220 0.6205 0.7658 0.5495 0.7057 0.5275 0.8235 0.7563 0.0000
0.8116 0.8495 0.6587 0.7216 0.6895 0.2083 0.4905 0.8260 0.8772 0.5888 0.9970 0.9253 0.9516 0.5531 0.1188 0.5528 0.4092 0.7110 0.7134 0.9120 0.8867 0.2795 0.2628 0.6849 0.6637 0.0208 0.8778 1.0000
0.8950 0.5898 0.8011 0.3479 0.5279 0.7689 -1.0000 0.8354 0.7314 0.3640 0.3872 0.7949 0.7387 0.3701 0.9180 0.8283 0.3695 0.2783 0.8208 0.0931 0.0760 0.4242 0.9275 0.7119 0.2949 0.1267 0.4448 0.0000
0.9498 0.5797 0.9021 0.3360 0.5506 0.9674 -0.9972 0.2877 0.0466 0.2169 0.0342 0.6746 0.5007 0.2966 0.5050 0.2033 0.8160 0.8603 0.7673 0.9600 0.6550 0.2285 0.3899 0.1477 0.3269 0.3018 0.2590 1.0000
0.4506 0.6602 0.2030 0.4359 0.2975 -0.4466 -0.8421 0.6582 0.2337 0.2975 0.3936 0.8243 0.1626 0.4251 0.5658 0.1282 0.4097 0.8371 0.5599 0.4439 0.2704 0.2357 0.6109 0.2351 0.4082 0.7007 0.0742 1.0000
0.9963 0.9169 0.9925 0.8408 0.9135 0.9933 0.8686 0.0600 0.8711 0.1334 0.7054 0.1651 0.5092 0.5864 0.5959 0.3942 0.3186 0.5124 0.5149 0.9246 0.1553 0.3897 0.5990 0.5900 0.9383 0.2205 0.8541 1.0000
0.7933 0.0824 0.6294 0.0068 0.0653 0.0634 0.6123 0.3213 0.9325 0.4749 0.7564 0.3442 0.8988 0.1361 0.7977 0.8898 0.5804 0.5270 0.8523 0.3155 0.1075 0.7940 0.2654 0.3146 0.7647 0.8356 0.9776 0.0000
0.6128 0.4864 0.3755 0.2366 0.2981 -0.9820 -0.6816 0.4380 0.6945 0.4593 0.3617 0.2012 0.6301 0.0939 0.2829 0.9940 0.1358 0.8219 0.5098 0.3464 0.8165 0.8429 0.5589 0.7164 0.9172 0.2610 0.8630 1.0000
0.6301 0.8451 0.3971 0.7142 0.5325 -0.9464 0.4595 0.4429 0.2175 0.2089 0.7560 0.8208 0.8024 0.0500 0.0772 0.1501 0.1575 0.5626 0.7155 0.2213 0.5113 0.7278 0.9610 0.9534 0.1162 0.1805 0.7867 1.0000
0.2430 0.7315 0.0591 0.5351 0.1778 0.9311 -0.4180 0.4095 0.4248 0.3956 0.7162 0.5764 0.5493 0.2313 0.6114 0.4054 0.4822 0.2909 0.8150 0.8104 0.9623 0.3947 0.6932 0.4684 0.7792 0.2136 0.9470 1.0000
0.1171 0.2205 0.0137 0.0486 0.0258 0.8058 0.9815 0.8431 0.7633 0.8890 0.1198 0.1784 0.7795 0.3977 0.5891 0.0897 0.1223 0.2636 0.5354 0.8753 0.1437 0.7649 0.5573 0.8513 0.5314 0.7999 0.8438 0.0000
0.7946 0.3325 0.6314 0.1106 0.2642 0.0734 0.4629 0.5487 0.4417 0.0464 0.3058 0.8017 0.3678 0.0361 0.7703 0.5939 0.9925 0.8899 0.1100 0.8090 0.3425 0.7688 0.8909 0.1854 0.1531 0.2448 0.9064 0.0000
0.8159 0.1006 0.6657 0.0101 0.0821 0.2417 0.7207 0.3090 0.0945 0.9403 0.8122 0.6745 0.4349 0.0092 0.6926 0.7696 0.2193 0.9522 0.0398 0.7749 0.7693 0.2044 0.6899 0.7441 0.6251 0.5372 0.7443 0.0000
0.1464 0.6977 0.0214 0.4867 0.1021 0.9211 -0.6456 0.7499 0.6282 0.5441 0.1786 0.8763 0.7474 0.9149 0.1940 0.3393 0.0875 0.4359 0.7278 0.5042 0.5800 0.0011 0.7729 0.0175 0.7358 0.5477 0.6099 0.0000
0.0452 0.5739 0.0020 0.3293 0.0260 0.3540 -0.9926 0.7195 0.7000 0.8357 0.5191 0.8329 0.5572 0.6804 0.7889 0.4174 0.9967 0.3083 0.6527 0.1925 0.9487 0.7046 0.7470 0.2528 0.8908 0.6842 0.2075 0.0000
0.9100 0.5342 0.8281 0.2854 0.4861 0.8398 -0.9053 0.7492 0.9270 0.6125 0.8837 0.7098 0.6238 0.1639 0.4942 0.7677 0.4957 0.5554 0.1320 0.2092 0.2248 0.7929 0.7500 0.1821 0.1908 0.8454 0.8628 0.0000
0.6806 0.0267 0.4632 0.0007 0.0182 -0.7436 0.2120 0.9186 0.6904 0.3239 0.8408 0.1529 0.7618 0.3260 0.1772 0.0636 0.7893 0.3287 0.8568 0.0135 0.2631 0.8779 0.0695 0.8046 0.8005 0.2994 0.2426 0.0000
0.6350 0.6063 0.4032 0.3676 0.3850 -0.9332 -0.9904 0.7931 0.8448 0.9689 0.0429 0.2176 0.3768 0.6456 0.0082 0.1185 0.0864 0.3413 0.4966 0.3378 0.2063 0.4629 0.0626 0.8945 0.9841 0.8206 0.6630 1.0000
